Agency_Name,Emission_Year,Facility_Name,Source_Name,Activity_Type,Fuel_Type,Fuel,End_Use_Sector,Technology,Fuel_Quantity,Fuel_Quantity_Units,Mobile_Fuel_Quantity,Mobile_Fuel_Quantity_Units,CO2e_Metric_Tons
California Environmental Protection Agency,2016,ARB-9460 TELSTAR AVENUE,Purchased Electricity - Location Based,Purchased Electricity - Location Based - Scope 2,Regional Grid-Average,WECC California,2015,Unspecified Technology,NULL,kWh,0,,NULL
California Environmental Protection Agency,2016,ARB-9460 TELSTAR AVENUE,Purchased Electricity - Market Based,Purchased Electricity - Market Based - Scope 2,Regional Grid-Average,WECC California,2015,Unspecified Technology,119975,kWh,0,,30.94310357
California Environmental Protection Agency,2016,ARB-9480 TELSTAR AVENUE I,Purchased Electricity - Location Based,Purchased Electricity - Location Based - Scope 2,Regional Grid-Average,WECC California,2015,Unspecified Technology,0,kWh,0,,0
California Environmental Protection Agency,2016,ARB-9480 TELSTAR AVENUE I,Purchased Electricity - Market Based,Purchased Electricity - Market Based - Scope 2,Regional Grid-Average,WECC California,2015,Unspecified Technology,NULL,kWh,0,,NULL
California Environmental Protection Agency,2016,ARB-9480 TELSTAR AVENUE I,Purchased Electricity - Market Based,Purchased Electricity - Market Based - Scope 2,Regional Grid-Average,WECC California,2015,Unspecified Technology,140251,kWh,0,,36.17254611
California Environmental Protection Agency,2016,ARB-9480 TELSTAR AVENUE II,Purchased Electricity - Location Based,Purchased Electricity - Location Based - Scope 2,Regional Grid-Average,WECC California,2015,Unspecified Technology,NULL,kWh,0,,NULL
California Environmental Protection Agency,2016,ARB-9480 TELSTAR AVENUE II,Purchased Electricity - Market Based,Purchased Electricity - Market Based - Scope 2,Regional Grid-Average,WECC California,2015,Unspecified Technology,83109,kWh,0,,21.43488556
California Environmental Protection Agency,2016,ARB-9500 TELSTAR AVENUE,Purchased Electricity - Location Based,Purchased Electricity - Location Based - Scope 2,Regional Grid-Average,WECC California,2015,Unspecified Technology,NULL,kWh,0,,NULL
California Environmental Protection Agency,2016,ARB-9500 TELSTAR AVENUE,Purchased Electricity - Market Based,Purchased Electricity - Market Based - Scope 2,Regional Grid-Average,WECC California,2015,Unspecified Technology,413539,kWh,0,,106.6570545
California Environmental Protection Agency,2016,ARB-9528 TELSTAR AVENUE,Diesel,Mobile Combustion - Scope 1,Diesel Fuel,All,Diesel Light Duty Trucks,Model Years 1996-2011,660,gal,0,mi,6.7386
California Environmental Protection Agency,2016,ARB-9528 TELSTAR AVENUE,Natural Gas,Stationary Combustion - Scope 1,Natural Gas,Unspecified (Weighted U.S. Average),Commercial,Unspecified Technology,16830,therm,0,,89.29998
California Environmental Protection Agency,2016,ARB-9528 TELSTAR AVENUE,Purchased Electricity - Location Based,Purchased Electricity - Location Based - Scope 2,Regional Grid-Average,WECC California,2015,Unspecified Technology,NULL,kWh,0,,NULL
California Environmental Protection Agency,2016,ARB-9528 TELSTAR AVENUE,Purchased Electricity - Market Based,Purchased Electricity - Market Based - Scope 2,Regional Grid-Average,WECC California,2015,Unspecified Technology,1862707,kWh,0,,480.4162169
California Environmental Protection Agency,2016,ARB-9530 TELSTAR AVENUE Laboratory,Purchased Electricity - Location Based,Purchased Electricity - Location Based - Scope 2,Regional Grid-Average,WECC California,2015,Unspecified Technology,NULL,kWh,0,,NULL
California Environmental Protection Agency,2016,ARB-9530 TELSTAR AVENUE Laboratory,Purchased Electricity - Market Based,Purchased Electricity - Market Based - Scope 2,Regional Grid-Average,WECC California,2015,Unspecified Technology,214918,kWh,0,,55.43013073
California Environmental Protection Agency,2016,ARB-9530 TELSTAR AVENUE Office,Purchased Electricity - Location Based,Purchased Electricity - Location Based - Scope 2,Regional Grid-Average,WECC California,2015,Unspecified Technology,NULL,kWh,0,,NULL
California Environmental Protection Agency,2016,ARB-9530 TELSTAR AVENUE Office,Purchased Electricity - Market Based,Purchased Electricity - Market Based - Scope 2,Regional Grid-Average,WECC California,2015,Unspecified Technology,174626,kWh,0,,45.03830302
California Environmental Protection Agency,2016,ARB-984 East Avenue ,Natural gas,Stationary Combustion - Scope 1,Natural Gas,Unspecified (Weighted U.S. Average),Commercial,Unspecified Technology,0,therm,0,,0
California Environmental Protection Agency,2016,ARB-984 East Avenue ,Purchased Electricity - Location Based,Purchased Electricity - Location Based - Scope 2,Regional Grid-Average,WECC California,2015,Unspecified Technology,NULL,kWh,0,,NULL
California Environmental Protection Agency,2016,ARB-984 East Avenue ,Purchased Electricity - Market Based,Purchased Electricity - Market Based - Scope 2,Regional Grid-Average,WECC California,2015,Unspecified Technology,23961,kWh,0,,6.179851675
California Environmental Protection Agency,2016,ARB-LA County Metro Transportation,Purchased Electricity - Location Based,Purchased Electricity - Location Based - Scope 2,Regional Grid-Average,WECC California,2015,Unspecified Technology,NULL,kWh,0,,NULL
California Environmental Protection Agency,2016,ARB-LA County Metro Transportation,Purchased Electricity - Market Based,Purchased Electricity - Market Based - Scope 2,Regional Grid-Average,WECC California,2015,Unspecified Technology,45000,kWh,0,,11.60608177
California Environmental Protection Agency,2016,ARB-NW SE 3 30 29,Purchased Electricity - Market Based,Purchased Electricity - Market Based - Scope 2,Regional Grid-Average,WECC California,2016,Unspecified Technology,10200,kWh,0,,2.630711869
California Environmental Protection Agency,2016,CalRecycle Mobile Sources,Motor Gasoline,Mobile Combustion - Scope 1,Motor Gasoline,All,Gasoline Passenger Cars,Uncontrolled,8755,gal,0,mi,76.8689
California Environmental Protection Agency,2016,CalRecycle--CalEPA Headquarters Building,Generator Diesel,Stationary Combustion - Scope 1,Petroleum Products,Distillate Fuel Oil No. 2,Electric Power,Unspecified Technology,147,gal,0,,1.5220968
California Environmental Protection Agency,2016,CalRecycle--CalEPA Headquarters Building,Natural Gas,Stationary Combustion - Scope 1,Natural Gas,Unspecified (Weighted U.S. Average),Commercial,Unspecified Technology,3965,therm,0,,21.03829
California Environmental Protection Agency,2016,CalRecycle--CalEPA Headquarters Building,Purchased Electricity - Market Based,Purchased Electricity - Market Based - Scope 2,Utility-Specific Rate,Sacramento Municipal Utility District,2014,Special Power,1149668,kWh,0,,0
California Environmental Protection Agency,2016,CalRecycle-1590 Raleys Court,Purchased Electricity - Location Based,Purchased Electricity - Location Based - Scope 2,Regional Grid-Average,WECC California,2015,Unspecified Technology,NULL,kWh,0,,NULL
California Environmental Protection Agency,2016,CalRecycle-1590 Raleys Court,Purchased Electricity - Market Based,Purchased Electricity - Market Based - Scope 2,Regional Grid-Average,WECC California,2015,Unspecified Technology,72037,kWh,0,,18.57927362
California Environmental Protection Agency,2016,CalRecycle-1955 Chicago Avenue,Purchased Electricity - Location Based,Purchased Electricity - Location Based - Scope 2,Regional Grid-Average,WECC California,2015,Unspecified Technology,NULL,kWh,0,,NULL
California Environmental Protection Agency,2016,CalRecycle-1955 Chicago Avenue,Purchased Electricity - Market Based,Purchased Electricity - Market Based - Scope 2,Regional Grid-Average,WECC California,2015,Unspecified Technology,95634,kWh,0,,24.66524499
California Environmental Protection Agency,2016,CalRecycle-2929 E WILLOW STREET,Purchased Electricity - Location Based,Purchased Electricity - Location Based - Scope 2,Regional Grid-Average,WECC California,2015,Unspecified Technology,NULL,kWh,0,,NULL
California Environmental Protection Agency,2016,CalRecycle-2929 E WILLOW STREET,Purchased Electricity - Market Based,Purchased Electricity - Market Based - Scope 2,Regional Grid-Average,WECC California,2015,Unspecified Technology,36122,kWh,0,,9.316330796
California Environmental Protection Agency,2016,CalRecycle-801 K Street,Purchased Electricity - Location Based,Purchased Electricity - Location Based - Scope 2,Regional Grid-Average,WECC California,2015,Unspecified Technology,NULL,kWh,0,,NULL
California Environmental Protection Agency,2016,CalRecycle-801 K Street,Purchased Electricity - Market Based,Purchased Electricity - Market Based - Scope 2,Regional Grid-Average,WECC California,2015,Unspecified Technology,807564,kWh,0,,208.281196
California Environmental Protection Agency,2016,CalRecyle-5777 W. Century Blvd,Purchased Electricity - Location Based,Purchased Electricity - Location Based - Scope 2,Regional Grid-Average,WECC California,2015,Unspecified Technology,NULL,kWh,0,,NULL
California Environmental Protection Agency,2016,CalRecyle-5777 W. Century Blvd,Purchased Electricity - Market Based,Purchased Electricity - Market Based - Scope 2,Regional Grid-Average,WECC California,2015,Unspecified Technology,112104,kWh,0,,28.91307091
California Environmental Protection Agency,2016,DPR Mobile Sources,Vehicles,Mobile Combustion - Scope 1,Motor Gasoline,All,Gasoline Passenger Cars,Uncontrolled,32074,gal,0,mi,281.60972
California Environmental Protection Agency,2016,DPR--CalEPA Headquarters Building,Generator Diesel,Stationary Combustion - Scope 1,Petroleum Products,Distillate Fuel Oil No. 2,Electric Power,Unspecified Technology,132,gal,0,,1.3667808
California Environmental Protection Agency,2016,DPR--CalEPA Headquarters Building,Natural Gas,Stationary Combustion - Scope 1,Natural Gas,Unspecified (Weighted U.S. Average),Commercial,Unspecified Technology,3575,therm,0,,18.96895
California Environmental Protection Agency,2016,DPR--CalEPA Headquarters Building,Purchased Electricity - Market Based,Purchased Electricity - Market Based - Scope 2,Utility-Specific Rate,Sacramento Municipal Utility District,2014,Special Power,1036443,kWh,0,,0
California Environmental Protection Agency,2016,DPR-1130 E. Shaw Avenue,Purchased Electricity - Location Based,Purchased Electricity - Location Based - Scope 2,Regional Grid-Average,WECC California,2015,Unspecified Technology,NULL,kWh,0,,NULL
California Environmental Protection Agency,2016,DPR-1130 E. Shaw Avenue,Purchased Electricity - Market Based,Purchased Electricity - Market Based - Scope 2,Regional Grid-Average,WECC California,2015,Unspecified Technology,NULL,kWh,0,,NULL
California Environmental Protection Agency,2016,DPR-130 S. CHAPARRAL COURT,Purchased Electricity - Location Based,Purchased Electricity - Location Based - Scope 2,Regional Grid-Average,WECC California,2015,Unspecified Technology,NULL,kWh,0,,NULL
California Environmental Protection Agency,2016,DPR-130 S. CHAPARRAL COURT,Purchased Electricity - Market Based,Purchased Electricity - Market Based - Scope 2,Regional Grid-Average,WECC California,2015,Unspecified Technology,81621,kWh,0,,21.05111112
California Environmental Protection Agency,2016,DPR-3210 Beacon Blvd,Purchased Electricity - Location Based,Purchased Electricity - Location Based - Scope 2,Regional Grid-Average,WECC California,2015,Unspecified Technology,NULL,kWh,0,,NULL
California Environmental Protection Agency,2016,DPR-3210 Beacon Blvd,Purchased Electricity - Market Based,Purchased Electricity - Market Based - Scope 2,Regional Grid-Average,WECC California,2015,Unspecified Technology,79459,kWh,0,,20.49350337
California Environmental Protection Agency,2016,"DPR-395 W. Spruce Street, Suite 103",Purchased Electricity - Market Based,Purchased Electricity - Market Based - Scope 2,Regional Grid-Average,WECC California,2016,Unspecified Technology,103921,kWh,0,,26.80256942
California Environmental Protection Agency,2016,DPR-3971 Commerce Drive,Purchased Electricity - Location Based,Purchased Electricity - Location Based - Scope 2,Regional Grid-Average,WECC California,2015,Unspecified Technology,NULL,kWh,0,,NULL
California Environmental Protection Agency,2016,DPR-3971 Commerce Drive,Purchased Electricity - Market Based,Purchased Electricity - Market Based - Scope 2,Regional Grid-Average,WECC California,2015,Unspecified Technology,55170,kWh,0,,14.22905625
California Environmental Protection Agency,2016,DTSC Mobile Sources,Vehicles,Mobile Combustion - Scope 1,Motor Gasoline,All,Gasoline Passenger Cars,Uncontrolled,6162,gal,0,mi,54.10236
California Environmental Protection Agency,2016,DTSC--CalEPA Headquarters Building,Generator Diesel,Stationary Combustion - Scope 1,Petroleum Products,Distillate Fuel Oil No. 2,Electric Power,Unspecified Technology,120,gal,0,,1.242528
California Environmental Protection Agency,2016,DTSC--CalEPA Headquarters Building,Natural Gas,Stationary Combustion - Scope 1,Natural Gas,Unspecified (Weighted U.S. Average),Commercial,Unspecified Technology,3243,therm,0,,17.207358
California Environmental Protection Agency,2016,DTSC--CalEPA Headquarters Building,Purchased Electricity - Market Based,Purchased Electricity - Market Based - Scope 2,Utility-Specific Rate,Sacramento Municipal Utility District,2014,Special Power,940249,kWh,0,,0
California Environmental Protection Agency,2016,DTSC-10427 BELLGRAVE AVENUE #131,Purchased Electricity - Location Based,Purchased Electricity - Location Based - Scope 2,Regional Grid-Average,WECC California,2015,Unspecified Technology,NULL,kWh,0,,NULL
California Environmental Protection Agency,2016,DTSC-10427 BELLGRAVE AVENUE #131,Purchased Electricity - Market Based,Purchased Electricity - Market Based - Scope 2,Regional Grid-Average,WECC California,2015,Unspecified Technology,5050,kWh,0,,1.302460288
California Environmental Protection Agency,2016,DTSC-1515 TOLLHOUSE ROAD #A-E,Natural Gas,Stationary Combustion - Scope 1,Natural Gas,Unspecified (Weighted U.S. Average),Commercial,Unspecified Technology,99,therm,0,,0.525294
California Environmental Protection Agency,2016,DTSC-1515 TOLLHOUSE ROAD #A-E,Purchased Electricity - Location Based,Purchased Electricity - Location Based - Scope 2,Regional Grid-Average,WECC California,2015,Unspecified Technology,NULL,kWh,0,,NULL
California Environmental Protection Agency,2016,DTSC-1515 TOLLHOUSE ROAD #A-E,Purchased Electricity - Market Based,Purchased Electricity - Market Based - Scope 2,Regional Grid-Average,WECC California,2015,Unspecified Technology,159802,kWh,0,,41.21500177
California Environmental Protection Agency,2016,DTSC-1735 DOCKERY AVENUE,Purchased Electricity - Location Based,Purchased Electricity - Location Based - Scope 2,Regional Grid-Average,WECC California,2015,Unspecified Technology,NULL,kWh,0,,NULL
California Environmental Protection Agency,2016,DTSC-1735 DOCKERY AVENUE,Purchased Electricity - Market Based,Purchased Electricity - Market Based - Scope 2,Regional Grid-Average,WECC California,2015,Unspecified Technology,6881,kWh,0,,1.77469886
California Environmental Protection Agency,2016,DTSC-5796 CORPORATE AVENUE,Purchased Electricity - Location Based,Purchased Electricity - Location Based - Scope 2,Regional Grid-Average,WECC California,2015,Unspecified Technology,NULL,kWh,0,,NULL
California Environmental Protection Agency,2016,DTSC-5796 CORPORATE AVENUE,Purchased Electricity - Market Based,Purchased Electricity - Market Based - Scope 2,Regional Grid-Average,WECC California,2015,Unspecified Technology,704681,kWh,0,,181.7463402
California Environmental Protection Agency,2016,DTSC-627 Wake Avenue,Purchased Electricity - Location Based,Purchased Electricity - Location Based - Scope 2,Regional Grid-Average,WECC California,2015,Unspecified Technology,NULL,kWh,0,,NULL
California Environmental Protection Agency,2016,DTSC-627 Wake Avenue,Purchased Electricity - Market Based,Purchased Electricity - Market Based - Scope 2,Regional Grid-Average,WECC California,2015,Unspecified Technology,106568,kWh,0,,27.48526494
California Environmental Protection Agency,2016,DTSC-700 HEINZ AVENUE #F,Natural Gas,Stationary Combustion - Scope 1,Natural Gas,Unspecified (Weighted U.S. Average),Commercial,Unspecified Technology,68927,therm,0,,365.726662
California Environmental Protection Agency,2016,DTSC-700 HEINZ AVENUE #F,Purchased Electricity - Location Based,Purchased Electricity - Location Based - Scope 2,Regional Grid-Average,WECC California,2015,Unspecified Technology,NULL,kWh,0,,NULL
California Environmental Protection Agency,2016,DTSC-700 HEINZ AVENUE #F,Purchased Electricity - Market Based,Purchased Electricity - Market Based - Scope 2,Regional Grid-Average,WECC California,2015,Unspecified Technology,2209338,kWh,0,,569.8168332
California Environmental Protection Agency,2016,DTSC-757 S Raymond Avenue,Purchased Electricity - Location Based,Purchased Electricity - Location Based - Scope 2,Regional Grid-Average,WECC California,2015,Unspecified Technology,NULL,kWh,0,,NULL
California Environmental Protection Agency,2016,DTSC-757 S Raymond Avenue,Purchased Electricity - Market Based,Purchased Electricity - Market Based - Scope 2,Regional Grid-Average,WECC California,2015,Unspecified Technology,212236,kWh,0,,54.73840825
California Environmental Protection Agency,2016,DTSC-9211 Oakdale Avenue,Purchased Electricity - Location Based,Purchased Electricity - Location Based - Scope 2,Regional Grid-Average,WECC California,2015,Unspecified Technology,NULL,kWh,0,,NULL
California Environmental Protection Agency,2016,DTSC-9211 Oakdale Avenue,Purchased Electricity - Market Based,Purchased Electricity - Market Based - Scope 2,Regional Grid-Average,WECC California,2015,Unspecified Technology,820245,kWh,0,,211.5517899
California Environmental Protection Agency,2016,DTSC-999 ANTHONY STREET,Purchased Electricity - Location Based,Purchased Electricity - Location Based - Scope 2,Regional Grid-Average,WECC California,2015,Unspecified Technology,NULL,kWh,0,,NULL
California Environmental Protection Agency,2016,DTSC-999 ANTHONY STREET,Purchased Electricity - Market Based,Purchased Electricity - Market Based - Scope 2,Regional Grid-Average,WECC California,2015,Unspecified Technology,47240,kWh,0,,12.18380673
California Environmental Protection Agency,2016,DTSC-NW SW 8 16 22,Purchased Electricity - Location Based,Purchased Electricity - Location Based - Scope 2,Regional Grid-Average,WECC California,2015,Unspecified Technology,NULL,kWh,0,,NULL
California Environmental Protection Agency,2016,DTSC-NW SW 8 16 22,Purchased Electricity - Market Based,Purchased Electricity - Market Based - Scope 2,Regional Grid-Average,WECC California,2015,Unspecified Technology,34360,kWh,0,,8.861888217
California Environmental Protection Agency,2016,OEHHA Mobile Sources,Vehicles,Mobile Combustion - Scope 1,Motor Gasoline,All,Gasoline Passenger Cars,Uncontrolled,288,gal,0,mi,2.52864
California Environmental Protection Agency,2016,OEHHA--CalEPA Headquarters Building,Generator Diesel,Stationary Combustion - Scope 1,Petroleum Products,Distillate Fuel Oil No. 2,Electric Power,Unspecified Technology,28,gal,0,,0.2899232
California Environmental Protection Agency,2016,OEHHA--CalEPA Headquarters Building,Natural Gas,Stationary Combustion - Scope 1,Natural Gas,Unspecified (Weighted U.S. Average),Commercial,Unspecified Technology,762,therm,0,,4.043172
California Environmental Protection Agency,2016,OEHHA--CalEPA Headquarters Building,Purchased Electricity - Market Based,Purchased Electricity - Market Based - Scope 2,Utility-Specific Rate,Sacramento Municipal Utility District,2014,Special Power,220848,kWh,0,,0
California Environmental Protection Agency,2016,SWRCB Mobile Sources,gasoline,Mobile Combustion - Scope 1,Motor Gasoline,All,Gasoline Passenger Cars,Uncontrolled,17979,gal,0,mi,157.85562
California Environmental Protection Agency,2016,SWRCB Mobile Sources,Vehicles,Mobile Combustion - Scope 1,Alternative Fuels,Propane (Liquid),All,Unspecified Technology,NULL,gal,NULL,gal,NULL
California Environmental Protection Agency,2016,SWRCB--CalEPA Headquarters Building,Generator Diesel,Stationary Combustion - Scope 1,Petroleum Products,Distillate Fuel Oil No. 2,Electric Power,Unspecified Technology,261,gal,0,,2.7024984
California Environmental Protection Agency,2016,SWRCB--CalEPA Headquarters Building,Natural Gas,Stationary Combustion - Scope 1,Natural Gas,Unspecified (Weighted U.S. Average),Commercial,Unspecified Technology,7056,therm,0,,37.439136
California Environmental Protection Agency,2016,SWRCB--CalEPA Headquarters Building,Purchased Electricity - Market Based,Purchased Electricity - Market Based - Scope 2,Utility-Specific Rate,Sacramento Municipal Utility District,2014,Special Power,2045833,kWh,0,,0
California Environmental Protection Agency,2016,SWRCB-11020 Sun Center Drive,Natural Gas,Stationary Combustion - Scope 1,Natural Gas,Unspecified (Weighted U.S. Average),Commercial,Unspecified Technology,0,therm,0,,0
California Environmental Protection Agency,2016,SWRCB-11020 Sun Center Drive,Purchased Electricity - Location Based,Purchased Electricity - Location Based - Scope 2,Regional Grid-Average,WECC California,2015,Unspecified Technology,NULL,kWh,0,,NULL
California Environmental Protection Agency,2016,SWRCB-11020 Sun Center Drive,Purchased Electricity - Market Based,Purchased Electricity - Market Based - Scope 2,Regional Grid-Average,WECC California,2015,Unspecified Technology,917827,kWh,0,,236.7194492
California Environmental Protection Agency,2016,SWRCB-1190 Eugenia Place,Natural Gas,Stationary Combustion - Scope 1,Natural Gas,Unspecified (Weighted U.S. Average),Residential,Unspecified Technology,251,therm,0,,1.331806
California Environmental Protection Agency,2016,SWRCB-1190 Eugenia Place,Purchased Electricity - Location Based,Purchased Electricity - Location Based - Scope 2,Regional Grid-Average,WECC California,2015,Unspecified Technology,NULL,kWh,0,,NULL
California Environmental Protection Agency,2016,SWRCB-1190 Eugenia Place,Purchased Electricity - Market Based,Purchased Electricity - Market Based - Scope 2,Regional Grid-Average,WECC California,2015,Unspecified Technology,21240,kWh,0,,5.478070597
California Environmental Protection Agency,2016,SWRCB-1339 Terminal Street,Purchased Electricity - Location Based,Purchased Electricity - Location Based - Scope 2,Regional Grid-Average,WECC California,2015,Unspecified Technology,NULL,kWh,0,,NULL
California Environmental Protection Agency,2016,SWRCB-1339 Terminal Street,Purchased Electricity - Market Based,Purchased Electricity - Market Based - Scope 2,Regional Grid-Average,WECC California,2015,Unspecified Technology,91344,kWh,0,,23.55879852
California Environmental Protection Agency,2016,SWRCB-14440 CIVIC CENTER DRIVE,Purchased Electrcity - Location Based,Purchased Electricity - Location Based - Scope 2,Regional Grid-Average,WECC California,2015,Unspecified Technology,NULL,kWh,0,,NULL
California Environmental Protection Agency,2016,SWRCB-14440 CIVIC CENTER DRIVE,Purchased Electrcity - Market Based,Purchased Electricity - Market Based - Scope 2,Regional Grid-Average,WECC California,2015,Unspecified Technology,93697,kWh,0,,24.16566764
California Environmental Protection Agency,2016,SWRCB-1685 E Street,Purchased Electricity - Location Based,Purchased Electricity - Location Based - Scope 2,Regional Grid-Average,WECC California,2015,Unspecified Technology,NULL,kWh,0,,NULL
California Environmental Protection Agency,2016,SWRCB-1685 E Street,Purchased Electricity - Market Based,Purchased Electricity - Market Based - Scope 2,Regional Grid-Average,WECC California,2015,Unspecified Technology,359546,kWh,0,,92.73156172
California Environmental Protection Agency,2016,SWRCB-2375 Northside Drive,Purchased Electricity - Location Based,Purchased Electricity - Location Based - Scope 2,Regional Grid-Average,WECC California,2015,Unspecified Technology,NULL,kWh,0,,NULL
California Environmental Protection Agency,2016,SWRCB-2375 Northside Drive,Purchased Electricity - Market Based,Purchased Electricity - Market Based - Scope 2,Regional Grid-Average,WECC California,2015,Unspecified Technology,415529,kWh,0,,107.1703012
California Environmental Protection Agency,2016,SWRCB-2501 LAKE TAHOE BLVD,Purchased Electricity - Location Based,Purchased Electricity - Location Based - Scope 2,Regional Grid-Average,WECC California,2015,Unspecified Technology,NULL,kWh,0,,NULL
California Environmental Protection Agency,2016,SWRCB-2501 LAKE TAHOE BLVD,Purchased Electricity - Market Based,Purchased Electricity - Market Based - Scope 2,Regional Grid-Average,WECC California,2015,Unspecified Technology,176737,kWh,0,,45.58275721
California Environmental Protection Agency,2016,SWRCB-2530 Corporate Place,Purchased Electrcity - Location Based,Purchased Electricity - Location Based - Scope 2,Regional Grid-Average,WECC California,2015,Unspecified Technology,NULL,kWh,0,,NULL
California Environmental Protection Agency,2016,SWRCB-2530 Corporate Place,Purchased Electrcity - Market Based,Purchased Electricity - Market Based - Scope 2,Regional Grid-Average,WECC California,2015,Unspecified Technology,51900,kWh,0,,13.38568098
California Environmental Protection Agency,2016,SWRCB-364 Knollcrest Drive,Purchased Electricity - Location Based,Purchased Electricity - Location Based - Scope 2,Regional Grid-Average,WECC California,2015,Unspecified Technology,NULL,kWh,0,,NULL
California Environmental Protection Agency,2016,SWRCB-364 Knollcrest Drive,Purchased Electricity - Market Based,Purchased Electricity - Market Based - Scope 2,Regional Grid-Average,WECC California,2015,Unspecified Technology,263773,kWh,0,,68.03046684
California Environmental Protection Agency,2016,SWRCB-4925 Commerce Drive,Purchased Electricity - Location Based,Purchased Electricity - Location Based - Scope 2,Regional Grid-Average,WECC California,2015,Unspecified Technology,NULL,kWh,0,,NULL
California Environmental Protection Agency,2016,SWRCB-4925 Commerce Drive,Purchased Electricity - Market Based,Purchased Electricity - Market Based - Scope 2,Regional Grid-Average,WECC California,2015,Unspecified Technology,55706,kWh,0,,14.36729758
California Environmental Protection Agency,2016,SWRCB-500 N Central Avenue,Purchased Electricity - Location Based,Purchased Electricity - Location Based - Scope 2,Regional Grid-Average,WECC California,2015,Unspecified Technology,NULL,kWh,0,,NULL
California Environmental Protection Agency,2016,SWRCB-500 N Central Avenue,Purchased Electricity - Market Based,Purchased Electricity - Market Based - Scope 2,Regional Grid-Average,WECC California,2015,Unspecified Technology,203327,kWh,0,,52.44066197
California Environmental Protection Agency,2016,"SWRCB-5550 Skylane Blvd., Ste A",Purchased Electricity - Location Based,Purchased Electricity - Location Based - Scope 2,Regional Grid-Average,WECC California,2015,Unspecified Technology,NULL,kWh,0,,NULL
California Environmental Protection Agency,2016,"SWRCB-5550 Skylane Blvd., Ste A",Purchased Electricity - Market Based,Purchased Electricity - Market Based - Scope 2,Regional Grid-Average,WECC California,2015,Unspecified Technology,561818,kWh,0,,144.9001256
California Environmental Protection Agency,2016,"SWRCB-73-720 FRED WARING DRIVE, STE 100",Purchased Electrcity - Location Based,Purchased Electricity - Location Based - Scope 2,Regional Grid-Average,WECC California,2015,Unspecified Technology,NULL,kWh,0,,NULL
California Environmental Protection Agency,2016,"SWRCB-73-720 FRED WARING DRIVE, STE 100",Purchased Electrcity - Market Based,Purchased Electricity - Market Based - Scope 2,Regional Grid-Average,WECC California,2015,Unspecified Technology,263531,kWh,0,,67.96805191
California Environmental Protection Agency,2016,SWRCB-895 Aerovista Place,Purchased Electricity - Location Based,Purchased Electricity - Location Based - Scope 2,Regional Grid-Average,WECC California,2015,Unspecified Technology,NULL,kWh,0,,NULL
California Environmental Protection Agency,2016,SWRCB-895 Aerovista Place,Purchased Electricity - Market Based,Purchased Electricity - Market Based - Scope 2,Regional Grid-Average,WECC California,2015,Unspecified Technology,492012,kWh,0,,126.8962557
California Environmental Protection Agency,2016,SWRCB-971 SILVER DOLLAR AVENUE,Purchased Electricity - Location Based,Purchased Electricity - Location Based - Scope 2,Regional Grid-Average,WECC California,2015,Unspecified Technology,NULL,kWh,0,,NULL
California Environmental Protection Agency,2016,SWRCB-971 SILVER DOLLAR AVENUE,Purchased Electricity - Market Based,Purchased Electricity - Market Based - Scope 2,Regional Grid-Average,WECC California,2015,Unspecified Technology,114007,kWh,0,,29.40387922
California Environmental Protection Agency,2016,SWRCB-One Lower Ragsdale Drive,Purchased Electricity - Location Based,Purchased Electricity - Location Based - Scope 2,Regional Grid-Average,WECC California,2015,Unspecified Technology,NULL,kWh,0,,NULL
California Environmental Protection Agency,2016,SWRCB-One Lower Ragsdale Drive,Purchased Electricity - Market Based,Purchased Electricity - Market Based - Scope 2,Regional Grid-Average,WECC California,2015,Unspecified Technology,47350,kWh,0,,12.21217716
California Exposition & State Fair,2010,Cal Expo,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,11095518,kWh,0,,2649.64364
California Exposition & State Fair,2010,Cal Expo,Gasoline,Mobile Combustion - Scope 1,Motor Gasoline,All,"Gasoline Light Trucks (Vans, Pickup Trucks, SUVs)",Uncontrolled,35207,gal,0,mi,309.11746
California Exposition & State Fair,2010,Cal Expo,Natural Gas,Stationary Combustion - Scope 1,Natural Gas,Unspecified (Weighted U.S. Average),Commercial,Unspecified Technology,139267,therm,0,,724.1884
California Exposition & State Fair,2010,Cal Expo,Off-Road Diesel,Mobile Combustion - Scope 1,Diesel Fuel,All,Non-Highway,Construction/Mining Equipment,20816,gal,20816,gal,212.53136
California Exposition & State Fair,2010,Cal Expo,Road Diesel,Mobile Combustion - Scope 1,Diesel Fuel,All,Diesel Medium and Heavy-Duty Trucks and Busses,Medium and Heavy-Duty Vehicles (Model Years 1960-2008),3444,gal,0,mi,35.16324
California Exposition & State Fair,2011,Cal Expo,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,10392152,kWh,0,,2023.58998
California Exposition & State Fair,2011,Cal Expo,Gasoline,Mobile Combustion - Scope 1,Motor Gasoline,All,"Gasoline Light Trucks (Vans, Pickup Trucks, SUVs)",Uncontrolled,29996,gal,0,mi,263.36488
California Exposition & State Fair,2011,Cal Expo,Natural Gas,Stationary Combustion - Scope 1,Natural Gas,Unspecified (Weighted U.S. Average),Commercial,Unspecified Technology,128639,therm,0,,682.04398
